entity,ean,description,gtin,width,height,length,net_weight,gross_weight,created_at,updated_at,release_date,price,avg_price,max_price,min_price,gtins[0].gtin,gtins[0].commercial_unit.type_packaging,gtins[0].commercial_unit.quantity_packaging,gtins[0].commercial_unit.ballast,gtins[0].commercial_unit.layer,origin,barcode_image,api_status,thumbnail,brand.name,brand.picture,ncm.code,ncm.description,ncm.full_description,ncm.ex,gtins[1].gtin,gtins[1].commercial_unit.type_packaging,gtins[1].commercial_unit.quantity_packaging,gtins[1].commercial_unit.ballast,gtins[1].commercial_unit.layer,category.id,category.description,category.parent_id,cest.id,cest.code,cest.description,cest.parent_id,gtins[2].gtin,gtins[2].commercial_unit.type_packaging,gtins[2].commercial_unit.quantity_packaging,gtins[2].commercial_unit.ballast,gtins[2].commercial_unit.layer
Air Fryer,0618231568338,FRITADEIRA AIR FRYER,618231568338,,,,,,2023-05-07T17:00:23.000-03:00,2023-05-07T17:00:24.000-03:00,,,,0,0,618231568338,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/78746D3F49921C0B925A42EDF7181AA9.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,0618231568550,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,0618341418264,AIR FRYER DUPLA LABR,618341418264,,,,,,2023-06-12T09:13:31.000-03:00,2024-10-07T10:25:58.000-03:00,,,,0,0,618341418264,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/C61BF4573474CE84B2F1308DB594E6B9.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,0622356559133,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,0622356635042,NINJA - AIR FRYER PRO 4-IN-1 WITH 5 QT CAPACITY - GRAY,622356635042,26.3906,26.3906,,,,2026-03-21T08:37:03.000-03:00,2026-03-21T08:37:05.000-03:00,,,,0,0,622356635042,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/CCF2700C27C353485F85D55FEE352A5B.png,,https://cdn-cosmos.bluesoft.com.br/products/622356635042,NINJA,/assets/brand-placeholder-7080174fbd24025783105a607811edad.png,,,,,,,,,,,,,,,,,,,,,
Air Fryer,0630941399200,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,0652185374027,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,0723509817732,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,0810002863592,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,2504956166684,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,3016661156960,FRITADEIRA ELETRICA S/OLEO AIRFRY MODERNA EY1208B1/PZO-3519 ARNO,3016661156960,,,,,,2020-11-18T19:28:09.000-03:00,2024-11-18T20:31:19.000-03:00,,,,0,0,3016661156960,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/7651862CFC686D31AE0A6AEFE97089B6.png,,,,,85167920,Fritadoras,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros aparelhos eletrotérmicos: - Outros - Fritadoras",,,,,,,,,,,,,,,,,,
Air Fryer,3045387297206,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,4722879710359,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,4897121005160,"FRITADEIRA ELETRICA GAABOR SEM OLEO DIGITAL 3,5L AIR FRYER 127V 220V",4897121005160,,,,,,2025-04-26T13:30:03.000-03:00,2026-09-09T15:48:29.000-03:00,,,,0,0,4897121005160,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/45C21792ADBCA68297BD267C7B3A87CD.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7798357873561,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7799254027972,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7842714006410,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7891356081118,FRITAD BRITANIA AIR 3.5L PT 220V BRF10P,7891356081118,,,,,,2021-05-17T12:02:53.000-03:00,2023-03-15T01:03:38.000-03:00,,,,0,0,7891356081118,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/7273861E81AD72DA3D9ADECE1BF93D29.png,,,,,85167910,Panelas,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros aparelhos eletrotérmicos: - Outros - Panelas",,,,,,,,,,,,,,,,,,
Air Fryer,7891356083587,FRIT AIR FRY BRITANIA C TRIB 41 53%,7891356083587,,,,,,2021-01-19T16:27:33.000-03:00,2025-12-01T19:55:39.000-03:00,,,,0,0,7891356083587,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/7273861E81AD72DA06E124616EF8B19A.png,,,,,85167920,Fritadoras,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros aparelhos eletrotérmicos: - Outros - Fritadoras",,,,,,,,,,,,,,,,,,
Air Fryer,7891356086649,FRITADEIRA AIR FRY BFR10VI BRITANIA VERMELHO 110V,7891356086649,,,,,,2020-10-14T05:54:33.000-03:00,2023-02-02T14:15:45.000-03:00,,,,0,0,7891356086649,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/7273861E81AD72DA4F08CAB5FBCDCE49.png,,,,,85167920,Fritadoras,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros aparelhos eletrotérmicos: - Outros - Fritadoras",,,,,,,,,,,,,,,,,,
Air Fryer,7891356093241,FRIT BRITANIA OVEN BFR2100P 2EM1 12L PT 220V,7891356093241,,,,,,2021-10-30T00:36:26.000-03:00,2026-01-11T10:56:32.000-03:00,,,,0,0,7891356093241,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/7273861E81AD72DABD893BEE03D6C9C5.png,,,,,85167920,Fritadoras,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros aparelhos eletrotérmicos: - Outros - Fritadoras",,,,,,,,,,,,,,,,,,
Air Fryer,7891356093302,FRITADEIRA AIR FRY PFR18TI 127V TITANIUM,7891356093302,2900,3350,3300,1000,4870,2022-01-04T00:15:48.000-03:00,2025-10-31T12:03:53.000-03:00,,,,0,0,7891356093302,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/7273861E81AD72DA6A62429449A57FD1.png,,https://cdn-cosmos.bluesoft.com.br/products/7891356093302,,,85167920,Fritadoras,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros aparelhos eletrotérmicos: - Outros - Fritadoras",,,,,,,,,,,,,,,,,,
Air Fryer,7891356094064,"FRITADEIRA AIR FRY DIGITAL INOX BFR20PI, BRITÂNIA, 220V",7891356094064,,,,,,2021-06-18T08:17:14.000-03:00,2022-12-22T15:39:10.000-03:00,,,,0,0,7891356094064,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/7273861E81AD72DA3527A931756CC560.png,,https://cdn-cosmos.bluesoft.com.br/products/7891356094064,BRITÂNIA,/assets/brand-placeholder-7080174fbd24025783105a607811edad.png,85167920,Fritadoras,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros aparelhos eletrotérmicos: - Outros - Fritadoras",,,,,,,,,,,,,,,,,,
Air Fryer,7891356095986,FRITADEIRA AIR FRY BFR21P 220V,7891356095986,,,,,,2021-05-20T15:41:00.000-03:00,2023-05-18T20:27:55.000-03:00,,,,0,0,7891356095986,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/7273861E81AD72DA0123B91009700E43.png,,https://cdn-cosmos.bluesoft.com.br/products/7891356095986,,,85167920,Fritadoras,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros aparelhos eletrotérmicos: - Outros - Fritadoras",,17891356095983,Caixa,6,0,0,,,,,,,,,,,,
Air Fryer,7891356097782,FRIT PHILCO GOURMET PFR15P BLACK GOLD 4L 220V.,7891356097782,,,,,,2022-01-18T04:51:49.000-03:00,2025-03-05T00:23:58.000-03:00,,,,0,0,7891356097782,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/7273861E81AD72DAC637128B4D4D28E9.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7891356100390,FRIT ELET AIR FRY FAMA FFR23PP 4L PT 110V,7891356100390,,,,,,2021-12-13T03:16:38.000-03:00,2022-03-21T06:14:59.000-03:00,,,,0,0,7891356100390,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/F6328E5D08A10381383BBCF1668AD3E3.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7891356102479,FFR27 FRITADEIRA ELET 3L AIR FRY FAMA TRIBUTOS APROXIMADOS FED R 37 00 9 25 EST R 57 88 14 47 MUN R 0 00 0,7891356102479,,,,,,2022-05-25T09:49:36.000-03:00,2026-02-22T18:13:26.000-03:00,,,,0,0,7891356102479,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/F6328E5D08A10381834D3F68A0E59D97.png,,,,,85167920,Fritadoras,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros aparelhos eletrotérmicos: - Outros - Fritadoras",,,,,,,,,,,,,,,,,,
Air Fryer,7891356105456,FRITADEIRA AIR FRY BRITANIA OVEN BFR2300P 1800W 12L PTO 110V,7891356105456,,,,,,2023-03-18T16:02:43.000-03:00,2026-06-10T11:16:14.000-03:00,,,,0,0,7891356105456,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/F6328E5D08A10381231E9899289C4736.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7891356107559,FRITADEIRA BELLA CUCCINA BCFR02P 127V BRITANIA,7891356107559,,,,,,2023-03-18T16:02:47.000-03:00,2025-07-28T17:36:26.000-03:00,,,,0,0,7891356107559,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/F6328E5D08A1038176FA5C2DFD382E90.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7891356117244,FRITADEIRA 12L BELLA CUCCINBCFR05 PT220V,7891356117244,,,,,,2024-05-12T16:43:42.000-03:00,2025-12-18T12:50:17.000-03:00,,,,0,0,7891356117244,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/F6328E5D08A103816CA84901C4C053E1.png,,,,,85166000,"Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras","Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras",,,,,,,,,,,,,,,,,,
Air Fryer,7891356118128,FRITADEIRA A.FRYER BRITANIA BFR31 127V,7891356118128,,,,,,2024-05-11T15:22:05.000-03:00,2026-02-12T17:48:27.000-03:00,,,,0,0,7891356118128,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/F6328E5D08A1038183E90AC5F9CB1DD6.png,,,,,85166000,"Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras","Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras",,,,,,,,,,,,,,,,,,
Air Fryer,7891356118197,"FRIT BRITA 5,5L 220",7891356118197,,,,,,2024-05-27T17:21:18.000-03:00,2026-07-24T12:02:20.000-03:00,,,,0,0,7891356118197,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/F6328E5D08A10381AB730B9BBFB2636C.png,,,,,85166000,"Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras","Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras",,,,,,,,,,,,,,,,,,
Air Fryer,7891356119996,"FRITADEIRA AIR FRYER PAF55A 5,5LTS 1500W 220V PRETO PHILCO",7891356119996,,,,,,2025-02-12T20:47:14.000-03:00,2025-02-12T20:47:15.000-03:00,,,,0,0,7891356119996,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/F6328E5D08A10381D55F04FACF9CCE6E.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7891356121074,FRITADEIRA AIRFRYER OVEN 15L PAF15A PHILCO,7891356121074,,,,,,2025-03-27T19:27:02.000-03:00,2026-07-16T15:29:42.000-03:00,,,,0,0,7891356121074,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/F6328E5D08A103810A4C0961930D329A.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7891356121081,FRITADEIRA AIR,7891356121081,,,,,,2025-03-27T19:31:52.000-03:00,2025-11-17T13:52:36.000-03:00,,,,0,0,7891356121081,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/F6328E5D08A103817CB53FE8597FCC75.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7891356122729,FRITADEIRA AIR,7891356122729,,,,,,2025-05-24T19:06:47.000-03:00,2026-04-04T20:07:01.000-03:00,,,,0,0,7891356122729,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/F6328E5D08A103815677C4E78CD935AB.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7891356122750,FRITADEIRA AIR FRYER PAF90B 127V,7891356122750,,,,,,2025-05-08T18:56:00.000-03:00,2025-05-08T18:56:01.000-03:00,,,,0,0,7891356122750,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/F6328E5D08A1038151C4892FDA98B51C.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7891356123931,FRITADEIRA ELÉTRICA SEM ÓLEO AIR FRYER 4 LITROS PHILCO PAF40A 127V,7891356123931,,,,,,2025-03-27T19:26:18.000-03:00,2026-05-12T18:12:03.000-03:00,,,,0,0,7891356123931,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/F6328E5D08A10381EDCADC81E5BCCC0B.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7891356126222,FRITADEIRA AIRFRYER OVEN 15L PAF15B PHILCO,7891356126222,,,,,,2025-12-22T18:52:07.000-03:00,2025-12-22T18:52:08.000-03:00,,,,0,0,7891356126222,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/F6328E5D08A10381ECE4FA1BE05B2022.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7892946431337,"AIR FRYER MID DIGITAL 3,7L 127V PRETA",7892946431337,,,,,,2023-12-03T17:42:22.000-03:00,2024-09-22T18:22:26.000-03:00,,,,0,0,7892946431337,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/83E18AA7C0E68D5395418689675670B6.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7892946463239,FRITADEIRA ELET ITATIAIA AFITA,7892946463239,,,,,,2025-12-11T11:03:16.000-03:00,2025-12-11T11:03:17.000-03:00,,,,0,0,7892946463239,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/83E18AA7C0E68D534E3098D3965F98AA.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7893428189036,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7895373823256,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7896098864593,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7896347181631,FRIT ELECTRO EAF10,7896347181631,,,,,,2021-11-16T16:26:17.000-03:00,2025-11-08T20:04:24.000-03:00,,,,0,0,7896347181631,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/A36B4930039BEB0A395EBD7512977307.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7896347195867,AIRFRYER OVEN DIGITAL 12L RITALOBO EAF90 GRAFITE 110V,7896347195867,,,,,,2023-04-24T01:12:41.000-03:00,2025-11-24T10:10:51.000-03:00,,,,0,0,7896347195867,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/A36B4930039BEB0A7092A5D30DB593BE.png,,,,,85166000,"Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras","Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras",,,,,,,,,,,,,,,,,,
Air Fryer,7896347196048,"FRITADEIRA ELETRICA 3,2 LITROS EAF15",7896347196048,,,,,,2023-11-11T19:29:15.000-03:00,2026-08-21T07:30:40.000-03:00,,,,0,0,7896347196048,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/A36B4930039BEB0ABA1E05404508EE0A.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7896513323162,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7896513323179,AIR FRYER PRETA 6L FISCHER PRIME DIGITAL 127V,7896513323179,,,,,,2025-03-01T01:01:23.000-03:00,2025-03-01T01:01:23.000-03:00,,,,0,0,7896513323179,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/5AF1541147F63A318F2859BAB77A7244.png,,,,,85166000,"Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras","Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras",,,,,,,,,,,,,,,,,,
Air Fryer,7897016840866,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7897405000697,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898461969300,"FRITADEIRA SUPREMMA FES02 PR 3,6L 220V",7898461969300,,,,,,2021-04-21T22:22:30.000-03:00,2025-10-07T13:58:29.000-03:00,,,,0,0,7898461969300,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/A4E22137D0BC449A3408CA8452A1D1D9.png,,,,,85166000,"Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras","Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras",,,,,,,,,,,,,,,,,,
Air Fryer,7898461969324,FRIT AGRATTO 220V UN,7898461969324,,,,,,2021-05-13T21:09:52.000-03:00,2021-06-12T20:29:47.000-03:00,,,,0,0,7898461969324,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/A4E22137D0BC449A5D870F93EED72B55.png,,,,,,,,,,,,,,,,,,,,,,,,,
Air Fryer,7898461972157,"FRITADEIRA SUPREMMA FESV01 VM 3,6L 127V",7898461972157,,,,,,2021-05-18T21:14:30.000-03:00,2025-07-28T18:01:57.000-03:00,,,,0,0,7898461972157,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/A4E22137D0BC449A5643E22922795971.png,,,,,85167920,Fritadoras,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros aparelhos eletrotérmicos: - Outros - Fritadoras",,,,,,,,,,,,,,,,,,
