entity,ean,description,gtin,width,height,length,net_weight,gross_weight,created_at,updated_at,release_date,price,avg_price,max_price,min_price,gtins[0].gtin,gtins[0].commercial_unit.type_packaging,gtins[0].commercial_unit.quantity_packaging,gtins[0].commercial_unit.ballast,gtins[0].commercial_unit.layer,origin,barcode_image,api_status,thumbnail,brand.name,brand.picture,ncm.code,ncm.description,ncm.full_description,ncm.ex,gtins[1].gtin,gtins[1].commercial_unit.type_packaging,gtins[1].commercial_unit.quantity_packaging,gtins[1].commercial_unit.ballast,gtins[1].commercial_unit.layer,category.id,category.description,category.parent_id,cest.id,cest.code,cest.description,cest.parent_id,gtins[2].gtin,gtins[2].commercial_unit.type_packaging,gtins[2].commercial_unit.quantity_packaging,gtins[2].commercial_unit.ballast,gtins[2].commercial_unit.layer
Grill,7898742841370,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7898742841387,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7898742843381,GRILL CADENCE CLICK,7898742843381,,,,,,2025-10-26T03:54:35.000-03:00,2025-11-27T06:45:08.000-03:00,,,,0,0,7898742843381,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/1A691C2462C40DBEFA94E24E09E08731.png,,,,,85166000,"Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras","Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras",,,,,,,,,,,,,,,,,,
Grill,7898908868814,GRILL MONDIAL COOK & GRILL G-03,7898908868814,,,,,,2014-04-24T11:07:34.000-03:00,2026-08-03T08:08:51.000-03:00,,,,0,0,7898908868814,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/69D55A6630CF46F91A9DA40520EEFA71.png,,https://cdn-cosmos.bluesoft.com.br/products/7898908868814,MONDIAL,/assets/brand-placeholder-7080174fbd24025783105a607811edad.png,85166000,"Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras","Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras",,,,,,,,,,,,,,,,,,
Grill,7899497689774,GRILL ELETRICO C/ABERTUR A 180 GRAUS 127V,7899497689774,,,,,,2024-05-02T11:35:19.000-03:00,2025-08-06T19:10:02.000-03:00,,,,0,0,7899497689774,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/A00EE114BB6B8FE5D92300F39314C78E.png,,,,,85166000,"Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras","Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras",,,,,,,,,,,,,,,,,,
Grill,7899710021565,GRILL PANINI KIAN VERM 127,7899710021565,,,,,,2025-09-07T06:01:12.000-03:00,2025-09-07T06:01:13.000-03:00,,,,0,0,7899710021565,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/2DBBF78F72917F111B112D3469AEA97D.png,,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7899710021572,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7899838823409,MULTILASER 220VSUPER GRILL INOX VTS CE12 PRETO 220V,7899838823409,,,,,,2020-09-02T05:14:35.000-03:00,2020-10-10T10:16:25.000-03:00,,,,0,0,7899838823409,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/9D287CA8F08B71AA06D7DFD942208344.png,,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7899838874104,MULTILASER MINI GRILL PANINI CE122 220V850W,7899838874104,,,,,,2021-07-16T11:05:44.000-03:00,2023-03-15T01:52:21.000-03:00,,,,0,0,7899838874104,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/9D287CA8F08B71AAC34A35E7C7F951FA.png,,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7899838874111,GRILL PANINI 127V 1500W ABERT 180G CE123 MULTILASER,7899838874111,145,340,330,1000,2440,2022-05-16T10:36:01.000-03:00,2023-05-07T06:40:58.000-03:00,,,,0,0,7899838874111,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/9D287CA8F08B71AA12183D79D6EA4E95.png,,https://cdn-cosmos.bluesoft.com.br/products/7899838874111,,,85166000,"Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras","Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras",,17899838874118,Caixa,3,0,0,,,,,,,,,,,,
Grill,7899838874128,GRILL CE124 PANINI 220V MULTILASER,7899838874128,,,,,,2021-09-05T09:46:41.000-03:00,2023-03-15T01:52:21.000-03:00,,,,0,0,7899838874128,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/9D287CA8F08B71AA29DF2202CDC1F865.png,,,,,85166000,"Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras","Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros fornos; fogões de cozinha, fogareiros (incluindo as chapas de cocção), grelhas e assadeiras",,,,,,,,,,,,,,,,,,
Grill,7899864183218,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7899882312935,GRILL G03 PREMIUM MONDIAL 317..,7899882312935,,,,,,2023-05-07T08:23:02.000-03:00,2023-05-07T08:23:03.000-03:00,,,,0,0,7899882312935,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/CB4AAE86613B0379788F9D8069674E32.png,,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7899963920998,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7899963921025,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7900044550017,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7900163005696,SANDUICHEIRA GRILL HQ INOX 1000W 220V,7900163005696,,,,,,2025-09-07T08:36:07.000-03:00,2025-09-07T08:36:08.000-03:00,,,,0,0,7900163005696,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/7BA31CA84B7D3720332F942B5F41553A.png,,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7900363770691,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7900501125062,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7901026414549,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7901150264447,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7901300605427,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7901461402002,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7901769763478,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7902405411302,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7903488701847,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7903504004044,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7904054603107,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7904055312060,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7904215140007,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7904241016437,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7904654153415,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7905000464452,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7905001463546,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7905050410645,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7908216129498,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7908216129511,GRILL PLUS GR02 220V AQ,7908216129511,,,,,,2025-09-07T10:44:30.000-03:00,2025-09-07T10:44:31.000-03:00,,,,0,0,7908216129511,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/5992937896AB7DCA46F3FB7B7908E660.png,,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7908348212587,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7908485907353,CHAPA GRILL ELETRICO BE SMART PRETO INOX 220V,7908485907353,,,,,,2025-09-07T12:34:25.000-03:00,2025-09-07T12:34:27.000-03:00,,,,0,0,7908485907353,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/AFB7F1E5D6F59962737A39123DED7DC5.png,,,,,,,,,,,,,,,,,,,,,,,,,
Grill,7909782074526,SANDUICHEIRA E GRILL BENE CASA 220V UNICO,7909782074526,0,0,0,,,2025-09-11T11:11:32.000-03:00,2026-03-26T17:16:22.000-03:00,,,,0,0,7909782074526,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/F3FB777CE4E1B30B7DE7F03C49A5B93A.png,,,,,85167990,Outros,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros aparelhos eletrotérmicos: - Outros - Outros",,,,,,,,,,,,,,,,,,
Grill,7909782074533,SANDUICHEIRA E GRILL BENE CASA 110V UNICO,7909782074533,,,,,,2025-09-07T16:27:09.000-03:00,2026-03-26T17:36:05.000-03:00,,,,0,0,7909782074533,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/F3FB777CE4E1B30B6320F397522C5E24.png,,,,,85167990,Outros,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios - Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimentodeambientes,dosoloouparausossemelhantes;aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de ferros de frisar) ou para secar as mãos; ferros elétricos de passar; outros aparelhos eletrotérmicos de uso doméstico; resistências de aquecimento, exceto as da posição 85.45. - Outros aparelhos eletrotérmicos: - Outros - Outros",,,,,,,,,,,,,,,,,,
Grill,9796171262866,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,0074468856165,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,0779280129021,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,0779280155389,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7795794715102,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7796081751773,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7797214719721,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7800493679379,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7808086341320,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7890001542141,MUDA DE IPE BRANCO,7890001542141,,,,,,2026-02-09T10:52:18.000-03:00,2026-02-09T10:52:19.000-03:00,,,,0,0,7890001542141,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/6AEF4970EE799D8252E71AB86ADD81FE.png,,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7890001593396,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7890022069061,D205 ROUPEIRO 6P4GAV 230X262X54 HENN,7890022069061,,,,,,2024-05-05T13:45:55.000-03:00,2026-05-26T11:19:22.000-03:00,,,,0,0,7890022069061,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/139DFA597CB2A4AC0C2772FFAF13189A.png,,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7890022134165,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7890022158727,ROUPEIRO BE12-198 04 PORTAS 02 GAVETAS C/ PES JEQUITIBA BRILHO BRIZ,7890022158727,,,,,,2024-01-03T19:16:11.000-03:00,2024-01-03T19:16:12.000-03:00,,,,0,0,7890022158727,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/8C12E669E526F9AC031DD4C1FE0BC646.png,,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7890022840202,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7890253401869,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7890253403023,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7890253403047,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7890583944685,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7890583947174,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7890583969039,ROUP.NEW HONDURAS 2PT ESPELHO BRANCO,7890583969039,,,,,,2024-10-23T17:41:27.000-03:00,2024-10-23T17:41:28.000-03:00,,,,0,0,7890583969039,Unidade,1,,,COSMOS,https://cosmos.bluesoft.com.br/products/barcode/C83E14C67B6595D385D2F13AC56A58B8.png,,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7890583972435,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7890583974507,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7890888307260,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7890913756995,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891746874252,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760185006,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760406149,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760416278,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760420169,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760504388,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760571694,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760668608,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760843968,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760864024,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760867773,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760884534,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760921659,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760946713,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760947079,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760947802,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760948649,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760952837,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760979537,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891760986467,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891967256370,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891967257117,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7891967262807,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7892660441759,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7893455708682,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7893726684424,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7893762140199,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7893826104839,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7893854257408,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7893928245829,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7894903967248,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7895036448703,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7895036453127,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7895098905497,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7895183099469,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7895183427897,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7895183790052,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7896368284335,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7896460011761,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7896460011969,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7896460013109,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7896460065986,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7896614978636,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7896659170774,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7896659175342,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7896659175977,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7896659213129,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7896659989109,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7896659992918,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7896659994103,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7898184999554,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7898414098644,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7898414101467,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7898414121533,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7898463868571,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7898514913915,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7898574995852,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7898621255106,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7898713943676,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7898757597743,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7898773372829,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7898879986982,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7899390701214,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7899390833236,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7899390833434,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7899390863165,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7899581835674,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
Guarda-roupa,7899585143614,,,,,,,,,,,,,,,,,,,,,,Não encontrado,,,,,,,,,,,,,,,,,,,,,,,,
